id,timestamp,ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MONITOR_CATALYST_B1,MONITOR_O2_B1S1,MONITOR_VVT_B1,O2_B1S1,O2_B1S2,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,WARMUPS_SINCE_DTC_CLEAR
141,2025-04-22 14:54:00,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,90 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,43.13725490196079 percent,2.7450980392156863 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],47 kilopascal,66 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.83 volt,0.185 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,834.5 revolutions_per_minute,1231.0 second,2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-4.0 degree,0.0 count
142,2025-04-22 14:54:07,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,43.13725490196079 percent,3.1372549019607843 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],47 kilopascal,67 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.81 volt,0.185 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,837.5 revolutions_per_minute,1238.0 second,2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68cd5b0>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-4.0 degree,0.0 count
143,2025-04-22 14:54:14,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,90 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,43.529411764705884 percent,3.5294117647058822 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],49 kilopascal,67 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.845 volt,0.265 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,839.5 revolutions_per_minute,1245.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eabf0>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,-5.5 degree,0.0 count
144,2025-04-22 14:54:21,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.57 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,43.13725490196079 percent,2.3529411764705883 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],49 kilopascal,67 degree_Celsius,5.46875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.495 volt,0.61 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,840.0 revolutions_per_minute,1252.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab90>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
145,2025-04-22 14:54:28,30.980392156862745 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.3 volt,43.529411764705884 percent,3.9215686274509802 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,68 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.815 volt,0.67 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,844.5 revolutions_per_minute,1259.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689ec30>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,-4.5 degree,0.0 count
146,2025-04-22 14:54:35,31.372549019607842 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,43.13725490196079 percent,3.9215686274509802 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,68 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.1 volt,0.665 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,847.0 revolutions_per_minute,1266.0 second,-1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eabf0>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,-4.0 degree,0.0 count
147,2025-04-22 14:54:42,31.372549019607842 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.593 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,43.92156862745098 percent,3.9215686274509802 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,69 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.835 volt,0.69 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,857.0 revolutions_per_minute,1274.0 second,-5.46875 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e710>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
148,2025-04-22 14:54:49,32.94117647058823 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.64 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,43.92156862745098 percent,5.098039215686274 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,69 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.8 volt,0.725 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,8.235294117647058 percent,823.0 revolutions_per_minute,1281.0 second,-3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,10.588235294117647 percent,18.03921568627451 percent,18.03921568627451 percent,-6.0 degree,0.0 count
149,2025-04-22 14:54:56,31.372549019607842 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.476 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,43.13725490196079 percent,2.3529411764705883 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],50 kilopascal,69 degree_Celsius,5.46875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.045 volt,0.685 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,8.235294117647058 percent,859.0 revolutions_per_minute,1288.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68862f0>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,-4.0 degree,0.0 count
150,2025-04-22 14:55:03,31.372549019607842 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.688 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,43.13725490196079 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,69 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.82 volt,0.685 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,862.5 revolutions_per_minute,1295.0 second,5.46875 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6846bd0>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
151,2025-04-22 14:55:10,31.372549019607842 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,43.92156862745098 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,69 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.735 volt,0.67 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,842.0 revolutions_per_minute,1302.0 second,3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
152,2025-04-22 14:55:17,30.980392156862745 percent,14.509803921568627 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.664 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.5 volt,42.745098039215684 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,69 degree_Celsius,7.03125 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.11 volt,0.635 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,857.5 revolutions_per_minute,1309.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e710>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
153,2025-04-22 14:55:24,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.593 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,43.13725490196079 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,69 degree_Celsius,7.03125 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.835 volt,0.64 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,837.5 revolutions_per_minute,1316.0 second,2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68862f0>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-4.0 degree,0.0 count
154,2025-04-22 14:55:31,30.980392156862745 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.57 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,42.35294117647059 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],47 kilopascal,70 degree_Celsius,7.8125 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.12 volt,0.6 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,855.5 revolutions_per_minute,1323.0 second,0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e710>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
155,2025-04-22 14:55:38,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.57 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.3 volt,42.745098039215684 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],48 kilopascal,70 degree_Celsius,7.8125 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.59 volt,0.6 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,839.5 revolutions_per_minute,1330.0 second,-1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab50>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-4.0 degree,0.0 count
156,2025-04-22 14:55:45,30.588235294117645 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.57 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.0 volt,42.745098039215684 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],47 kilopascal,70 degree_Celsius,7.8125 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.795 volt,0.585 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,859.0 revolutions_per_minute,1337.0 second,3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e350>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,-3.0 degree,0.0 count
157,2025-04-22 14:55:52,30.980392156862745 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.805 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,29.019607843137255 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],39 kilopascal,71 degree_Celsius,7.03125 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.735 volt,0.66 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,8.627450980392156 percent,1584.5 revolutions_per_minute,1344.0 second,0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eacd0>,12.549019607843137 percent,20.0 percent,19.607843137254903 percent,21.5 degree,0.0 count
158,2025-04-22 14:55:59,32.549019607843135 percent,24.705882352941178 percent,12.156862745098039 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.688 volt,90 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,30.58823529411765 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],46 kilopascal,71 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.555 volt,0.66 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,9.019607843137255 percent,1502.5 revolutions_per_minute,1351.0 second,3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6846ef0>,11.764705882352942 percent,19.215686274509803 percent,19.215686274509803 percent,26.0 degree,0.0 count
159,2025-04-22 14:56:06,25.49019607843137 percent,21.568627450980394 percent,10.588235294117647 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,90 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,34.509803921568626 percent,7.0588235294117645 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],42 kilopascal,71 degree_Celsius,5.46875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.415 volt,0.645 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,9.019607843137255 percent,1522.0 revolutions_per_minute,1358.0 second,-7.8125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ea130>,11.764705882352942 percent,19.215686274509803 percent,19.215686274509803 percent,26.0 degree,0.0 count
160,2025-04-22 14:56:13,25.88235294117647 percent,21.568627450980394 percent,10.980392156862745 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.57 volt,90 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.1 volt,34.11764705882353 percent,8.627450980392156 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],42 kilopascal,72 degree_Celsius,5.46875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.56 volt,0.64 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,9.411764705882353 percent,1537.0 revolutions_per_minute,1365.0 second,-3.125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e710>,11.764705882352942 percent,19.215686274509803 percent,19.215686274509803 percent,27.0 degree,0.0 count
161,2025-04-22 14:56:20,25.49019607843137 percent,21.568627450980394 percent,10.980392156862745 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.664 volt,90 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,34.90196078431372 percent,9.803921568627452 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],43 kilopascal,72 degree_Celsius,4.6875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.85 volt,0.665 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,9.803921568627452 percent,1683.5 revolutions_per_minute,1372.0 second,-3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eabf0>,12.156862745098039 percent,19.607843137254903 percent,19.607843137254903 percent,24.0 degree,0.0 count
162,2025-04-22 14:56:27,20.0 percent,14.901960784313726 percent,10.588235294117647 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,38.03921568627451 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],39 kilopascal,72 degree_Celsius,4.6875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.08 volt,0.695 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,10.196078431372548 percent,2030.0 revolutions_per_minute,1379.0 second,3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab50>,13.333333333333334 percent,20.392156862745097 percent,20.392156862745097 percent,24.5 degree,0.0 count
163,2025-04-22 14:56:34,25.098039215686274 percent,22.352941176470587 percent,11.372549019607844 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.688 volt,91 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.5 volt,32.94117647058823 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],41 kilopascal,72 degree_Celsius,3.90625 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.085 volt,0.725 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,10.588235294117647 percent,2107.5 revolutions_per_minute,1386.0 second,3.125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68862f0>,13.72549019607843 percent,20.784313725490197 percent,20.392156862745097 percent,24.5 degree,0.0 count
164,2025-04-22 14:56:41,25.098039215686274 percent,22.352941176470587 percent,11.372549019607844 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.664 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,32.94117647058823 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],40 kilopascal,73 degree_Celsius,4.6875 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.08 volt,0.735 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,10.588235294117647 percent,2164.5 revolutions_per_minute,1393.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ea130>,13.72549019607843 percent,20.784313725490197 percent,20.784313725490197 percent,24.5 degree,0.0 count
165,2025-04-22 14:56:48,24.705882352941178 percent,21.96078431372549 percent,10.980392156862745 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.688 volt,92 degree_Celsius,6.0 kilometer,0.0 kilometer,ELM327 v2.1,13.3 volt,32.15686274509804 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],42 kilopascal,73 degree_Celsius,6.25 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.545 volt,0.725 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,10.196078431372548 percent,1953.0 revolutions_per_minute,1400.0 second,3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e350>,13.333333333333334 percent,20.392156862745097 percent,20.0 percent,24.0 degree,0.0 count
